ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,rsi,adx14,low,rsi_ok,adx_level_ok,high
2024-05-31,NOW,B,pullback_gate_fail,SHORT,,,3.0,32.25488247325377,18.817143854689107,,True,False,
2024-06-03,NOW,B,pullback_entry,SHORT,141.30666168064596,,4.0,33.08903663069269,20.68990937994148,129.29,,,
2024-06-10,NOW,B,flip_armed,LONG,130.20038764977585,corrective,,,,,,,
2024-06-11,NOW,B,pullback_gate_fail,LONG,,,1.0,48.78746982913363,19.18618980836895,,False,False,
2024-06-12,NOW,B,pullback_gate_fail,LONG,,,2.0,51.43281565491961,17.94085104972449,,True,False,
2024-06-13,NOW,B,pullback_gate_fail,LONG,,,3.0,48.01135546817937,17.240130131745975,,False,False,
2024-06-14,NOW,B,pullback_gate_fail,LONG,,,4.0,53.31717530923604,16.49291084513178,,True,False,
2024-06-17,NOW,B,pullback_gate_fail,LONG,,,5.0,52.44338660098095,15.799064364704318,,True,False,
2024-06-18,NOW,B,pullback_gate_fail,LONG,,,6.0,53.802303956682636,14.89537186909495,,True,False,
2024-06-20,NOW,B,pullback_gate_fail,LONG,,,7.0,55.139201216103515,13.925530339615609,,True,False,
2024-06-21,NOW,B,pullback_gate_fail,LONG,,,8.0,59.139362925054044,13.508339805528871,,True,False,
2024-06-24,NOW,B,pullback_gate_fail,LONG,,,9.0,55.59272711864311,13.120948595305473,,True,False,
2024-06-25,NOW,B,pullback_gate_fail,LONG,,,10.0,59.6878446367806,13.178914659630289,,True,False,
2024-06-26,NOW,B,pullback_gate_fail,LONG,,,11.0,59.239789614320806,13.45943671276879,,True,False,
2024-06-27,NOW,B,pullback_gate_fail,LONG,,,12.0,64.3628407054116,14.518594847004392,,True,False,
2024-06-28,NOW,B,pullback_gate_fail,LONG,,,13.0,67.27604974706455,15.870526885600746,,True,False,
2024-07-01,NOW,B,pullback_gate_fail,LONG,,,14.0,67.49941287133606,17.088934424868583,,True,False,
2024-07-02,NOW,B,pullback_gate_fail,LONG,,,15.0,68.52405650506375,18.352587632951497,,True,False,
2024-07-03,NOW,B,window_expired,LONG,,,16.0,,,,,,
2024-07-09,NOW,B,flip_armed,SHORT,159.55210468570593,trending,,,,,,,
2024-07-10,NOW,B,pullback_gate_fail,SHORT,,,1.0,47.88262194265869,18.63370020960647,,True,False,
2024-07-11,NOW,B,pullback_gate_fail,SHORT,,,2.0,49.80136465649244,17.45190144192128,,True,False,
2024-07-12,NOW,B,pullback_gate_fail,SHORT,,,3.0,52.65405880018454,16.655777147179617,,False,False,
2024-07-15,NOW,B,pullback_gate_fail,SHORT,,,4.0,55.14324060695334,16.555749973568595,,False,False,
2024-07-16,NOW,B,pullback_gate_fail,SHORT,,,5.0,52.73744516431986,16.19372218767966,,False,False,
2024-07-17,NOW,B,pullback_gate_fail,SHORT,,,6.0,45.55704467515122,15.447955543104413,,True,False,
2024-07-18,NOW,B,pullback_gate_fail,SHORT,,,7.0,45.959101029403996,14.53819464944142,,True,False,
2024-07-19,NOW,B,pullback_gate_fail,SHORT,,,8.0,49.95569803351484,13.603634223732545,,True,False,
2024-07-22,NOW,B,pullback_gate_fail,SHORT,,,9.0,51.986684819541864,13.16629611725532,,False,False,
2024-07-23,NOW,B,pullback_gate_fail,SHORT,,,10.0,54.635429453362626,13.245084544546026,,False,False,
2024-07-24,NOW,B,pullback_gate_fail,SHORT,,,11.0,44.04586286045652,12.866057738633959,,True,False,
2024-07-25,NOW,B,reflip_disarm,SHORT,,,12.0,,,,,,
2024-07-25,NOW,B,flip_armed,LONG,149.09257297965027,corrective,,,,,,,
2024-07-26,NOW,B,pullback_gate_fail,LONG,,,1.0,64.71601495085756,15.66255158880015,,True,False,
2024-07-29,NOW,B,pullback_gate_fail,LONG,,,2.0,57.52136823205474,16.07517362568542,,True,False,
2024-07-30,NOW,B,pullback_gate_fail,LONG,,,3.0,57.339755443549834,15.935371199376299,,True,False,
2024-07-31,NOW,B,pullback_gate_fail,LONG,,,4.0,60.233331390887855,16.236250274957012,,True,False,
2024-08-01,NOW,B,pullback_gate_fail,LONG,,,5.0,59.342084699620735,16.933945143214974,,True,False,
2024-08-02,NOW,B,pullback_gate_fail,LONG,,,6.0,53.902258335976185,16.266683801688316,,True,False,
2024-08-05,NOW,B,pullback_gate_fail,LONG,,,7.0,51.7511451040911,15.12095061768424,,True,False,
2024-08-06,NOW,B,pullback_gate_fail,LONG,,,8.0,54.264008843156965,14.717479182362727,,True,False,
2024-08-07,NOW,B,pullback_gate_fail,LONG,,,9.0,49.875229867030825,14.120681543228617,,False,False,
2024-08-08,NOW,B,pullback_gate_fail,LONG,,,10.0,54.581961902230525,13.566512306889802,,True,False,
2024-08-09,NOW,B,pullback_gate_fail,LONG,,,11.0,57.70803220635302,13.440017578858129,,True,False,
2024-08-12,NOW,B,pullback_gate_fail,LONG,,,12.0,56.26796179327723,13.322558188543004,,True,False,
2024-08-13,NOW,B,pullback_gate_fail,LONG,,,13.0,58.82549206250596,13.645154753392166,,True,False,
2024-08-14,NOW,B,pullback_gate_fail,LONG,,,14.0,58.867786352316514,14.072389399159304,,True,False,
2024-08-15,NOW,B,pullback_gate_fail,LONG,,,15.0,61.62695129875548,14.694134073015789,,True,False,
2024-08-16,NOW,B,window_expired,LONG,,,16.0,,,,,,
2024-09-27,NOW,B,flip_armed,SHORT,186.18444431233206,corrective,,,,,,,
2024-09-30,NOW,B,pullback_gate_fail,SHORT,,,1.0,56.828146070198905,28.388643705020677,,False,True,
2024-10-01,NOW,B,pullback_entry,SHORT,186.18444431233206,,2.0,48.63544311309408,26.924678048872988,173.42,,,
2024-10-09,NOW,B,flip_armed,LONG,174.86985154917005,corrective,,,,,,,
2024-10-10,NOW,B,pullback_entry,LONG,177.65936639425303,,1.0,65.68505118867824,27.475702964040412,187.1,,,
2024-12-18,NOW,B,flip_armed,SHORT,231.16790236424447,corrective,,,,,,,
2024-12-19,NOW,B,pullback_gate_fail,SHORT,,,1.0,50.725237143813246,30.588747176641906,,False,True,
2024-12-20,NOW,B,pullback_gate_fail,SHORT,,,2.0,53.97790380162673,28.684529674429598,,False,True,
2024-12-23,NOW,B,pullback_gate_fail,SHORT,,,3.0,51.53160135748678,26.916327708089597,,False,True,
2024-12-24,NOW,B,pullback_gate_fail,SHORT,,,4.0,56.445402505868856,25.890333860660895,,False,True,
2024-12-26,NOW,B,pullback_gate_fail,SHORT,,,5.0,55.445255725764056,24.81965079395734,,False,True,
2024-12-27,NOW,B,pullback_gate_fail,SHORT,,,6.0,50.83742025125555,23.52226249934842,,False,True,
2024-12-30,NOW,B,pullback_entry,SHORT,225.43222412732084,,7.0,47.42754348815886,22.60429085428085,211.24,,,
2025-01-30,NOW,B,flip_armed,SHORT,223.42350620768923,corrective,,,,,,,
2025-01-31,NOW,B,pullback_entry,SHORT,223.42350620768923,,1.0,40.08199549009906,23.53552931624949,202.37,,,
2025-04-09,NOW,B,flip_armed,LONG,131.74025791290464,corrective,,,,,,,
2025-04-10,NOW,B,no_pullback,LONG,132.34073212161417,,1.0,,,152.67,,,161.3
2025-04-11,NOW,B,no_pullback,LONG,132.34073212161417,,2.0,,,151.36,,,157.26
2025-04-14,NOW,B,no_pullback,LONG,137.4856430185075,,3.0,,,157.8,,,162.4
2025-04-15,NOW,B,no_pullback,LONG,141.09207871665672,,4.0,,,160.6,,,164.58
2025-04-16,NOW,B,no_pullback,LONG,141.09207871665672,,5.0,,,158.27,,,164.19
2025-04-17,NOW,B,no_pullback,LONG,141.09207871665672,,6.0,,,153.9,,,158.52
2025-04-21,NOW,B,pullback_gate_fail,LONG,,,7.0,40.5551742188944,29.33085184135588,,False,True,
2025-04-22,NOW,B,pullback_gate_fail,LONG,,,8.0,42.60267982847853,28.753676020755304,,False,True,
2025-04-23,NOW,B,no_pullback,LONG,143.96813696139864,,9.0,,,161.53,,,166.71
2025-04-24,NOW,B,no_pullback,LONG,159.8758232652588,,10.0,,,180.36,,,188.73
2025-04-25,NOW,B,no_pullback,LONG,165.03524093873287,,11.0,,,185.95,,,191.1
2025-04-28,NOW,B,no_pullback,LONG,166.0417168448596,,12.0,,,185.56,,,192.05
2025-04-29,NOW,B,no_pullback,LONG,166.47804516037363,,13.0,,,186.22,,,189.2
2025-04-30,NOW,B,no_pullback,LONG,167.0037406443363,,14.0,,,184.33,,,191.46
2025-05-01,NOW,B,no_pullback,LONG,173.42786657990263,,15.0,,,191.58,,,194.94
2025-05-02,NOW,B,window_expired,LONG,,,16.0,,,,,,
2025-06-18,NOW,B,flip_armed,SHORT,208.2836655978041,corrective,,,,,,,
2025-06-20,NOW,B,pullback_entry,SHORT,204.7647990380237,,1.0,41.707659929151646,23.794731254514556,193.09,,,
2025-06-27,NOW,B,flip_armed,LONG,195.1647989160374,corrective,,,,,,,
2025-06-30,NOW,B,pullback_gate_fail,LONG,,,1.0,60.60664452141481,19.085421278860842,,True,False,
2025-07-01,NOW,B,pullback_gate_fail,LONG,,,2.0,54.303452059102376,17.9067061676984,,True,False,
2025-07-02,NOW,B,pullback_gate_fail,LONG,,,3.0,53.16646293061037,16.81218499304756,,True,False,
2025-07-03,NOW,B,pullback_gate_fail,LONG,,,4.0,63.32753725378213,17.312578065467562,,True,False,
2025-07-07,NOW,B,pullback_gate_fail,LONG,,,5.0,59.17043594307563,17.77722877557185,,True,False,
2025-07-08,NOW,B,pullback_gate_fail,LONG,,,6.0,55.13004849745546,17.309464432761462,,True,False,
2025-07-09,NOW,B,pullback_gate_fail,LONG,,,7.0,52.01583836192872,16.789060537549055,,True,False,
2025-07-10,NOW,B,reflip_disarm,LONG,,,8.0,,,,,,
2025-07-10,NOW,B,flip_armed,SHORT,209.08982287465236,trending,,,,,,,
2025-07-11,NOW,B,pullback_gate_fail,SHORT,,,1.0,34.308522912935246,17.459518683462434,,True,False,
2025-07-14,NOW,B,pullback_gate_fail,SHORT,,,2.0,41.074371309060965,18.160053057633693,,True,False,
2025-07-15,NOW,B,pullback_gate_fail,SHORT,,,3.0,40.286969065993134,18.413161493465676,,True,False,
2025-07-16,NOW,B,pullback_gate_fail,SHORT,,,4.0,43.16182833577447,18.717835179534664,,True,False,
2025-07-17,NOW,B,pullback_gate_fail,SHORT,,,5.0,41.472339440970316,18.941091507817905,,True,False,
2025-07-18,NOW,B,pullback_gate_fail,SHORT,,,6.0,42.55727414698128,19.265134958194547,,True,False,
2025-07-21,NOW,B,pullback_gate_fail,SHORT,,,7.0,41.9384593667826,19.24056633866029,,True,False,
2025-07-22,NOW,B,pullback_gate_fail,SHORT,,,8.0,42.93714710747207,19.03521087537265,,True,False,
2025-07-23,NOW,B,pullback_gate_fail,SHORT,,,9.0,41.017663527575486,19.16241287679359,,True,False,
2025-07-24,NOW,B,pullback_gate_fail,SHORT,,,10.0,53.69631043390624,19.40183964635052,,False,False,
2025-07-25,NOW,B,pullback_gate_fail,SHORT,,,11.0,46.36977706076312,18.8559344274991,,True,False,
2025-07-28,NOW,B,pullback_gate_fail,SHORT,,,12.0,50.74586794315148,18.349022438565633,,False,False,
2025-07-29,NOW,B,pullback_gate_fail,SHORT,,,13.0,52.547062681528885,18.186756492732524,,False,False,
2025-07-30,NOW,B,pullback_gate_fail,SHORT,,,14.0,48.55256779567793,17.527745308127745,,True,False,
2025-07-31,NOW,B,pullback_gate_fail,SHORT,,,15.0,41.04928992678005,16.87604423997407,,True,False,
2025-08-01,NOW,B,window_expired,SHORT,,,16.0,,,,,,
2025-08-28,NOW,B,flip_armed,LONG,170.7909072484719,corrective,,,,,,,
2025-08-29,NOW,B,pullback_entry,LONG,172.6918165236247,,1.0,52.58008472569488,20.890441733501525,182.2,,,
2025-10-10,NOW,B,flip_armed,SHORT,193.85141750959374,trending,,,,,,,
2025-10-13,NOW,B,pullback_gate_fail,SHORT,,,1.0,51.11984251793702,13.343281466968138,,False,False,
2025-10-14,NOW,B,pullback_gate_fail,SHORT,,,2.0,48.14815516727349,13.242647148162574,,True,False,
2025-10-15,NOW,B,pullback_gate_fail,SHORT,,,3.0,45.564749282761355,13.14920099498598,,True,False,
2025-10-16,NOW,B,pullback_gate_fail,SHORT,,,4.0,43.30983972527338,13.719513536658221,,True,False,
2025-10-17,NOW,B,pullback_gate_fail,SHORT,,,5.0,46.59994948309479,14.249089468211018,,True,False,
2025-10-20,NOW,B,pullback_gate_fail,SHORT,,,6.0,50.569873836275804,13.553806571183674,,False,False,
2025-10-21,NOW,B,pullback_gate_fail,SHORT,,,7.0,57.30063334895432,13.484883482877525,,False,False,
2025-10-22,NOW,B,pullback_gate_fail,SHORT,,,8.0,55.20480971168194,13.600990765774316,,False,False,
2025-10-23,NOW,B,pullback_gate_fail,SHORT,,,9.0,56.10235998802537,13.708804671321339,,False,False,
2025-10-24,NOW,B,pullback_gate_fail,SHORT,,,10.0,52.95974852303521,13.997599776391503,,False,False,
2025-10-27,NOW,B,pullback_gate_fail,SHORT,,,11.0,57.658449783970475,14.415000635744937,,False,False,
2025-10-28,NOW,B,pullback_gate_fail,SHORT,,,12.0,54.65069256638407,14.802587148001695,,False,False,
2025-10-29,NOW,B,pullback_gate_fail,SHORT,,,13.0,46.74308554757709,14.297417727668895,,True,False,
2025-10-30,NOW,B,pullback_gate_fail,SHORT,,,14.0,52.806556805440046,14.35793005328525,,False,False,
2025-10-31,NOW,B,pullback_gate_fail,SHORT,,,15.0,48.643845360278945,14.414120069929007,,True,False,
2025-11-03,NOW,B,window_expired,SHORT,,,16.0,,,,,,
2025-12-11,NOW,B,flip_armed,LONG,163.09642216029889,corrective,,,,,,,
2025-12-12,NOW,B,pullback_entry,LONG,163.785779944269,,1.0,55.78023544399633,21.779267681050072,171.58,,,
2026-03-04,NOW,B,flip_armed,LONG,100.17295057066521,corrective,,,,,,,
2026-03-05,NOW,B,no_pullback,LONG,104.1041555135987,,1.0,,,114.165,,,122.07
2026-03-06,NOW,B,no_pullback,LONG,108.83298996223881,,2.0,,,120.38,,,124.64
2026-03-09,NOW,B,no_pullback,LONG,110.28569096601494,,3.0,,,121.3,,,126.48
2026-03-10,NOW,B,pullback_entry,LONG,110.28569096601494,,4.0,51.61181396567395,27.665477502543226,114.7,,,
2023-08-21,NVDA,B,flip_armed,LONG,40.992263080866714,corrective,,,,,,,
2023-08-22,NVDA,B,no_pullback,LONG,41.85553677278004,,1.0,,,45.34,,,48.17
2023-08-23,NVDA,B,no_pullback,LONG,41.85553677278004,,2.0,,,45.22,,,47.2
2023-08-24,NVDA,B,no_pullback,LONG,43.51093478595183,,3.0,,,47.16,,,50.27
2023-08-25,NVDA,B,pullback_entry,LONG,43.51093478595183,,4.0,55.68870707833546,21.261980792205208,45.03,,,
2023-10-06,NVDA,B,flip_armed,LONG,41.42197158659414,corrective,,,,,,,
2023-10-09,NVDA,B,pullback_gate_fail,LONG,,,1.0,54.88144466468623,15.708914145110441,,True,False,
2023-10-10,NVDA,B,pullback_gate_fail,LONG,,,2.0,57.179959616451285,15.93511766293176,,True,False,
2023-10-11,NVDA,B,pullback_gate_fail,LONG,,,3.0,61.19666530468586,16.534855348635485,,True,False,
2023-10-12,NVDA,B,pullback_gate_fail,LONG,,,4.0,61.6996487956685,17.564038111167076,,True,False,
2023-10-13,NVDA,B,pullback_gate_fail,LONG,,,5.0,53.33760598380272,17.45036572509146,,True,False,
2023-10-16,NVDA,B,pullback_gate_fail,LONG,,,6.0,55.93652235129462,17.015306421076858,,True,False,
2023-10-17,NVDA,B,pullback_gate_fail,LONG,,,7.0,46.056997889551006,16.76122538478044,,False,False,
2023-10-18,NVDA,B,reflip_disarm,LONG,,,8.0,,,,,,
2023-10-18,NVDA,B,flip_armed,SHORT,46.616399789769545,corrective,,,,,,,
2023-10-19,NVDA,B,pullback_gate_fail,SHORT,,,1.0,39.45287199509274,17.009434194776468,,True,False,
2023-10-20,NVDA,B,pullback_gate_fail,SHORT,,,2.0,37.00077465026105,17.55779747126734,,True,False,
2023-10-23,NVDA,B,pullback_gate_fail,SHORT,,,3.0,45.00889143610533,17.381421221656097,,True,False,
2023-10-24,NVDA,B,pullback_gate_fail,SHORT,,,4.0,48.01458318559035,16.834480513058743,,True,False,
2023-10-25,NVDA,B,pullback_gate_fail,SHORT,,,5.0,41.35603464792024,17.05111846539775,,True,False,
2023-10-26,NVDA,B,pullback_gate_fail,SHORT,,,6.0,36.85771658275416,18.101433105996083,,True,False,
2023-10-27,NVDA,B,pullback_gate_fail,SHORT,,,7.0,37.91039076695357,19.076725272265968,,True,False,
2023-10-30,NVDA,B,pullback_gate_fail,SHORT,,,8.0,41.08371869818866,19.468990649377265,,True,False,
2023-10-31,NVDA,B,pullback_entry,SHORT,44.170627718527015,,9.0,39.853987256303235,20.45784049795066,39.24,,,
2023-11-03,NVDA,B,flip_armed,LONG,40.38995739319381,trending,,,,,,,
2023-11-06,NVDA,B,no_pullback,LONG,41.44496165387442,,1.0,,,44.9,,,45.93
2023-11-07,NVDA,B,pullback_gate_fail,LONG,,,2.0,60.004548486235315,17.76631283301513,,True,False,
2023-11-08,NVDA,B,pullback_gate_fail,LONG,,,3.0,61.89135011702571,17.995137214664435,,True,False,
2023-11-09,NVDA,B,pullback_gate_fail,LONG,,,4.0,63.16024327513243,18.84166798231768,,True,False,
2023-11-10,NVDA,B,pullback_gate_fail,LONG,,,5.0,67.21596106819743,19.731712082782074,,True,False,
2023-11-13,NVDA,B,pullback_entry,LONG,45.00501855699631,,6.0,67.95919203222836,20.83414883612581,48.11,,,
2023-12-04,NVDA,B,flip_armed,SHORT,48.8540410675469,trending,,,,,,,
2023-12-05,NVDA,B,pullback_gate_fail,SHORT,,,1.0,48.91846779100556,18.67693795782139,,True,False,
2023-12-06,NVDA,B,pullback_gate_fail,SHORT,,,2.0,44.300445169094125,17.35938489720882,,True,False,
2023-12-07,NVDA,B,pullback_gate_fail,SHORT,,,3.0,49.440531287193195,16.13594276949715,,True,False,
2023-12-08,NVDA,B,pullback_gate_fail,SHORT,,,4.0,53.34713460364483,15.8302264006734,,False,False,
2023-12-11,NVDA,B,pullback_gate_fail,SHORT,,,5.0,49.37410321190869,14.89643186125095,,True,False,
2023-12-12,NVDA,B,pullback_gate_fail,SHORT,,,6.0,53.75728583964207,14.164571868101412,,False,False,
2023-12-13,NVDA,B,pullback_gate_fail,SHORT,,,7.0,55.51222297004753,14.18581189783101,,False,False,
2023-12-14,NVDA,B,pullback_gate_fail,SHORT,,,8.0,56.52185079335684,13.987443285791205,,False,False,
2023-12-15,NVDA,B,reflip_disarm,SHORT,,,9.0,,,,,,
2023-12-15,NVDA,B,flip_armed,LONG,45.4357584094349,trending,,,,,,,
2023-12-18,NVDA,B,pullback_gate_fail,LONG,,,1.0,63.086843607953845,15.299656788119936,,True,False,
2023-12-19,NVDA,B,pullback_gate_fail,LONG,,,2.0,60.30067011410275,15.91634318600801,,True,False,
2023-12-20,NVDA,B,pullback_gate_fail,LONG,,,3.0,52.67972002913957,15.71359495016102,,True,False,
2023-12-21,NVDA,B,pullback_gate_fail,LONG,,,4.0,56.116115630112525,15.525328731160243,,True,False,
2023-12-22,NVDA,B,pullback_gate_fail,LONG,,,5.0,55.343226884899835,15.568952959572671,,True,False,
2023-12-26,NVDA,B,pullback_gate_fail,LONG,,,6.0,57.24568570641474,15.7978869384751,,True,False,
2023-12-27,NVDA,B,pullback_gate_fail,LONG,,,7.0,57.84734832898169,16.075249393817955,,True,False,
2023-12-28,NVDA,B,pullback_gate_fail,LONG,,,8.0,58.43231208153609,16.50022986706078,,True,False,
2023-12-29,NVDA,B,pullback_gate_fail,LONG,,,9.0,58.23148397222973,16.08707569020085,,True,False,
2024-01-02,NVDA,B,pullback_gate_fail,LONG,,,10.0,50.076182791146,15.368192908536312,,True,False,
2024-01-03,NVDA,B,pullback_gate_fail,LONG,,,11.0,46.81336660154883,14.971892534934492,,False,False,
2024-01-04,NVDA,B,pullback_gate_fail,LONG,,,12.0,49.20882354898414,14.25595373985133,,False,False,
2024-01-05,NVDA,B,pullback_gate_fail,LONG,,,13.0,55.0101551317127,13.899958744430293,,True,False,
2024-01-08,NVDA,B,pullback_gate_fail,LONG,,,14.0,66.83638967976519,15.347135650628628,,True,False,
2024-01-09,NVDA,B,pullback_gate_fail,LONG,,,15.0,69.25975862685965,17.543933096667292,,True,False,
2024-01-10,NVDA,B,window_expired,LONG,,,16.0,,,,,,
2024-02-21,NVDA,B,flip_armed,SHORT,74.04026751313552,trending,,,,,,,
2024-02-22,NVDA,B,reflip_disarm,SHORT,,,1.0,,,,,,
2024-02-22,NVDA,B,flip_armed,LONG,67.82775923817803,trending,,,,,,,
2024-02-23,NVDA,B,no_pullback,LONG,71.08348331436024,,1.0,,,77.62,,,82.37
2024-02-26,NVDA,B,no_pullback,LONG,71.08348331436024,,2.0,,,78.55,,,80.6
2024-02-27,NVDA,B,no_pullback,LONG,71.08348331436024,,3.0,,,77.18,,,79.46
2024-02-28,NVDA,B,no_pullback,LONG,71.08348331436024,,4.0,,,77.13,,,78.9
2024-02-29,NVDA,B,no_pullback,LONG,71.52209140255175,,5.0,,,78.36,,,79.99
2024-03-01,NVDA,B,no_pullback,LONG,73.18988226229658,,6.0,,,79.46,,,82.29
2024-03-04,NVDA,B,no_pullback,LONG,77.4283940360669,,7.0,,,83.74,,,87.66
2024-03-05,NVDA,B,pullback_entry,LONG,77.4283940360669,,8.0,78.94135085587625,49.76691545411222,83.43,,,
2024-04-09,NVDA,B,flip_armed,SHORT,93.8212773274447,corrective,,,,,,,
2024-04-10,NVDA,B,pullback_gate_fail,SHORT,,,1.0,51.08966740350584,34.530901823785676,,False,True,
2024-04-11,NVDA,B,pullback_gate_fail,SHORT,,,2.0,58.24624947254524,32.87010961414574,,False,True,
2024-04-12,NVDA,B,pullback_gate_fail,SHORT,,,3.0,52.8064658294409,31.327945419480088,,False,True,
2024-04-15,NVDA,B,pullback_entry,SHORT,93.8212773274447,,4.0,48.20470745710775,29.3153899327793,85.95,,,
2024-06-24,NVDA,B,flip_armed,SHORT,135.95892826375297,trending,,,,,,,
2024-06-25,NVDA,B,pullback_gate_fail,SHORT,,,1.0,59.67220870883058,48.435891045505244,,False,True,
2024-06-26,NVDA,B,pullback_gate_fail,SHORT,,,2.0,59.91713239182508,47.508797439715664,,False,True,
2024-06-27,NVDA,B,pullback_gate_fail,SHORT,,,3.0,56.840455959092665,46.6479248057682,,False,True,
2024-06-28,NVDA,B,pullback_gate_fail,SHORT,,,4.0,56.11638363316514,46.02353249303587,,False,True,
2024-07-01,NVDA,B,no_pullback,SHORT,135.95892826375297,,5.0,,,118.85,,,124.83
2024-07-02,NVDA,B,no_pullback,SHORT,135.95129017791714,,6.0,,,121.06,,,123.41
2024-07-03,NVDA,B,pullback_gate_fail,SHORT,,,7.0,60.63524603172317,42.13919899150354,,False,True,
2024-07-05,NVDA,B,pullback_gate_fail,SHORT,,,8.0,57.201917013211606,41.58979089126834,,False,True,
2024-07-08,NVDA,B,pullback_gate_fail,SHORT,,,9.0,59.622838524806085,41.35033988497172,,False,True,
2024-07-09,NVDA,B,pullback_gate_fail,SHORT,,,10.0,62.71562580383394,41.52506312635397,,False,True,
2024-07-10,NVDA,B,pullback_gate_fail,SHORT,,,11.0,65.74444980530518,41.84304999817187,,False,True,
2024-07-11,NVDA,B,pullback_gate_fail,SHORT,,,12.0,55.317753653750835,40.55927691893545,,False,True,
2024-07-12,NVDA,B,pullback_gate_fail,SHORT,,,13.0,57.348382689136415,39.36720191678735,,False,True,
2024-07-15,NVDA,B,pullback_gate_fail,SHORT,,,14.0,55.9137026236343,38.254549854607745,,False,True,
2024-07-16,NVDA,B,pullback_gate_fail,SHORT,,,15.0,53.168228510617176,36.483007160245634,,False,True,
2024-07-17,NVDA,B,window_expired,SHORT,,,16.0,,,,,,
2024-08-15,NVDA,B,flip_armed,LONG,102.18834960621919,trending,,,,,,,
2024-08-16,NVDA,B,no_pullback,LONG,105.77601464559726,,1.0,,,121.18,,,125.0
2024-08-19,NVDA,B,no_pullback,LONG,109.49741318103753,,2.0,,,123.44,,,130.0
2024-08-20,NVDA,B,no_pullback,LONG,111.34717186293378,,3.0,,,125.89,,,129.86
2024-08-21,NVDA,B,no_pullback,LONG,112.4549546766404,,4.0,,,126.66,,,129.34
2024-08-22,NVDA,B,no_pullback,LONG,112.4549546766404,,5.0,,,123.1,,,130.74
2024-08-23,NVDA,B,no_pullback,LONG,112.4549546766404,,6.0,,,125.245,,,129.59
2024-08-26,NVDA,B,no_pullback,LONG,112.4549546766404,,7.0,,,124.4,,,131.25
2024-08-27,NVDA,B,no_pullback,LONG,112.4549546766404,,8.0,,,123.905,,,129.19
2024-08-28,NVDA,B,no_pullback,LONG,112.4549546766404,,9.0,,,122.66,,,128.3
2024-08-29,NVDA,B,pullback_gate_fail,LONG,,,10.0,47.590581825296056,18.111722482439628,,False,False,
2024-08-30,NVDA,B,pullback_gate_fail,LONG,,,11.0,49.37847507772416,17.728831935432357,,False,False,
2024-09-03,NVDA,B,reflip_disarm,LONG,,,12.0,,,,,,
2024-09-03,NVDA,B,flip_armed,SHORT,128.86512705617014,corrective,,,,,,,
2024-09-04,NVDA,B,no_pullback,SHORT,123.92611435055315,,1.0,,,104.12,,,109.99
2024-09-05,NVDA,B,no_pullback,SHORT,123.61525291549782,,2.0,,,104.805,,,109.64
2024-09-06,NVDA,B,no_pullback,SHORT,121.07222762394804,,3.0,,,100.96,,,108.105
2024-09-09,NVDA,B,no_pullback,SHORT,120.92825486155324,,4.0,,,103.71,,,106.54
2024-09-10,NVDA,B,no_pullback,SHORT,120.92825486155324,,5.0,,,104.96,,,109.385
2024-09-11,NVDA,B,pullback_gate_fail,SHORT,,,6.0,51.40681870207285,23.824443116911787,,False,True,
2024-09-12,NVDA,B,pullback_gate_fail,SHORT,,,7.0,53.44219699784361,22.135128539576655,,False,True,
2024-09-13,NVDA,B,pullback_gate_fail,SHORT,,,8.0,53.3007678143968,20.56647928919403,,False,True,
2024-09-16,NVDA,B,pullback_gate_fail,SHORT,,,9.0,50.87722524182872,19.667631385116394,,False,False,
2024-09-17,NVDA,B,pullback_gate_fail,SHORT,,,10.0,49.68164206409854,18.71062669138836,,True,False,
2024-09-18,NVDA,B,pullback_gate_fail,SHORT,,,11.0,47.28819516906027,18.106382296259067,,True,False,
2024-09-19,NVDA,B,pullback_gate_fail,SHORT,,,12.0,52.25330585612515,17.12985268987976,,False,False,
2024-09-20,NVDA,B,pullback_gate_fail,SHORT,,,13.0,50.19878317423442,16.570486898620675,,False,False,
2024-09-23,NVDA,B,pullback_gate_fail,SHORT,,,14.0,50.413263782548945,16.15309277766719,,False,False,
2024-09-24,NVDA,B,pullback_gate_fail,SHORT,,,15.0,55.41919521595195,15.272858794260795,,False,False,
2024-09-25,NVDA,B,reflip_disarm,SHORT,,,16.0,,,,,,
2024-09-25,NVDA,B,flip_armed,LONG,110.5720693003651,corrective,,,,,,,
2024-09-26,NVDA,B,no_pullback,LONG,111.83686237032857,,1.0,,,121.8,,,127.66
2024-09-27,NVDA,B,pullback_gate_fail,LONG,,,2.0,54.85834508023016,14.916609529988605,,True,False,
2024-09-30,NVDA,B,pullback_gate_fail,LONG,,,3.0,55.03171434643037,14.339953207236796,,True,False,
2024-10-01,NVDA,B,pullback_gate_fail,LONG,,,4.0,48.82538699760813,13.335564463351005,,False,False,
2024-10-02,NVDA,B,pullback_gate_fail,LONG,,,5.0,51.31374843829889,12.538933822374812,,True,False,
2024-10-03,NVDA,B,pullback_gate_fail,LONG,,,6.0,56.04742980330142,12.494199418177695,,True,False,
2024-10-04,NVDA,B,no_pullback,LONG,111.83686237032857,,7.0,,,121.91,,,125.0
2024-10-07,NVDA,B,no_pullback,LONG,115.42954203045481,,8.0,,,125.02,,,130.62
