ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,low,high,rsi_ok,adx_slope_ok,rsi,adx_slope
2025-05-21,MRVL,B,no_pullback,LONG,1028.2606968726589,,7.0,1106.4474157192533,1168.537396464739,,,,
2025-05-22,MRVL,B,no_pullback,LONG,1058.5720571871486,,8.0,1145.961034343941,1189.639278906386,,,,
2025-05-23,MRVL,B,no_pullback,LONG,1058.5720571871486,,9.0,1137.415312704604,1169.6702872152407,,,,
2025-05-26,MRVL,B,no_pullback,LONG,1059.7016362405138,,10.0,1146.071974912294,1183.5191394639141,,,,
2025-05-27,MRVL,B,window_expired,LONG,,,11.0,,,,,,
2025-12-01,MRVL,B,flip_armed,SHORT,3316.4949516001516,trending,,,,,,,
2025-12-02,MRVL,B,no_pullback,SHORT,3182.9456088582892,,1.0,2767.109716006209,2889.36694153365,,,,
2025-12-03,MRVL,B,no_pullback,SHORT,3081.6658188002307,,2.0,2688.576618393326,2787.0468161631675,,,,
2025-12-04,MRVL,B,no_pullback,SHORT,3078.7095929351494,,3.0,2688.6332292207835,2796.110125680224,,,,
2025-12-05,MRVL,B,no_pullback,SHORT,3058.0138015464736,,4.0,2614.816060855466,2802.140883195234,,,,
2025-12-08,MRVL,B,no_pullback,SHORT,2954.7524535000116,,5.0,2549.6445866543963,2670.346013689869,,,,
2025-12-09,MRVL,B,no_pullback,SHORT,2882.881379338509,,6.0,2392.2334218094206,2632.722114521416,,,,
2025-12-10,MRVL,B,no_pullback,SHORT,2857.3023961637846,,7.0,2441.454411165707,2551.4340577554353,,,,
2025-12-11,MRVL,B,pullback_gate_fail,SHORT,,,8.0,,,False,False,50.83838015557733,-5.924848928501454
2025-12-12,MRVL,B,reflip_disarm,SHORT,,,9.0,,,,,,
2025-12-12,MRVL,B,flip_armed,LONG,2437.311144897739,corrective,,,,,,,
2025-12-15,MRVL,B,no_pullback,LONG,2534.952598809694,,1.0,2849.261393929093,2991.877093234111,,,,
2025-12-16,MRVL,B,no_pullback,LONG,2535.7543694616566,,2.0,2844.951964237207,2996.381506313873,,,,
2025-12-17,MRVL,B,no_pullback,LONG,2535.7543694616566,,3.0,2823.214917513115,2962.330134405918,,,,
2025-12-18,MRVL,B,no_pullback,LONG,2535.7543694616566,,4.0,2843.2362668624023,2965.081369277917,,,,
2025-12-19,MRVL,B,no_pullback,LONG,2566.9443080358346,,5.0,2879.5713372236164,2973.811597042908,,,,
2025-12-22,MRVL,B,no_pullback,LONG,2566.9443080358346,,6.0,2836.5432801093843,2944.5315976103852,,,,
2025-12-23,MRVL,B,no_pullback,LONG,2566.9443080358346,,7.0,2838.1262495143314,2914.188693883739,,,,
2025-12-24,MRVL,B,no_pullback,LONG,2637.949379380343,,8.0,2885.4931747997534,3100.267446158489,,,,
2025-12-25,MRVL,B,no_pullback,LONG,2700.8266657540653,,9.0,2987.777665207271,3117.7250193500486,,,,
2025-12-26,MRVL,B,no_pullback,LONG,2700.8266657540653,,10.0,2806.852339555606,3073.8094760220956,,,,
2025-12-29,MRVL,B,window_expired,LONG,,,11.0,,,,,,
2025-12-30,MRVL,B,flip_armed,SHORT,3081.2060265281734,corrective,,,,,,,
2025-12-31,MRVL,B,no_pullback,SHORT,3010.5122462679337,,1.0,2535.1962901783504,2728.0387852421804,,,,
2026-01-01,MRVL,B,no_pullback,SHORT,2829.016943377134,,2.0,2337.7974858031953,2538.083112299245,,,,
2026-01-02,MRVL,B,no_pullback,SHORT,2714.467126968292,,3.0,2325.0277129615406,2374.9882917794453,,,,
2026-01-05,MRVL,B,no_pullback,SHORT,2714.467126968292,,4.0,2346.249952062318,2438.980252453909,,,,
2026-01-06,MRVL,B,no_pullback,SHORT,2714.467126968292,,5.0,2350.4491200464363,2459.20397036474,,,,
2026-01-07,MRVL,B,no_pullback,SHORT,2714.467126968292,,6.0,2406.085128327135,2473.792629868617,,,,
2026-01-08,MRVL,B,no_pullback,SHORT,2707.842432595686,,7.0,2337.7850529973603,2440.156527220097,,,,
2026-01-09,MRVL,B,no_pullback,SHORT,2671.119962059276,,8.0,2274.0922112153894,2420.816574689556,,,,
2026-01-12,MRVL,B,no_pullback,SHORT,2667.27968198917,,9.0,2306.1988221315332,2399.2412856802184,,,,
2026-01-13,MRVL,B,no_pullback,SHORT,2667.27968198917,,10.0,2340.4173393665847,2456.278760883084,,,,
2026-01-14,MRVL,B,window_expired,SHORT,,,11.0,,,,,,
2026-01-15,MRVL,B,flip_armed,LONG,2271.91432347414,trending,,,,,,,
2026-01-16,MRVL,B,no_pullback,LONG,2361.298993320901,,1.0,2637.235053338493,2700.0159188466478,,,,
2026-01-19,MRVL,B,no_pullback,LONG,2361.298993320901,,2.0,2590.377549088657,2681.097793660424,,,,
2026-01-20,MRVL,B,no_pullback,LONG,2397.4090592459183,,3.0,2639.7183798967894,2747.8671539881034,,,,
2026-01-21,MRVL,B,no_pullback,LONG,2397.4090592459183,,4.0,2621.7107570757676,2767.7200945108398,,,,
2026-01-22,MRVL,B,no_pullback,LONG,2397.4090592459183,,5.0,2531.8763549419737,2724.189122995678,,,,
2026-01-23,MRVL,B,no_pullback,LONG,2397.4090592459183,,6.0,2525.9889156811405,2622.9773889052585,,,,
2026-01-26,MRVL,B,no_pullback,LONG,2397.4090592459183,,7.0,2532.6819882037603,2622.2454015398885,,,,
2026-01-27,MRVL,B,no_pullback,LONG,2397.4090592459183,,8.0,2508.7288047423363,2659.364779344595,,,,
2026-01-28,MRVL,B,pullback_gate_fail,LONG,,,9.0,,,False,False,40.665381040970786,-0.107045973352907
2026-01-29,MRVL,B,reflip_disarm,LONG,,,10.0,,,,,,
2026-01-29,MRVL,B,flip_armed,SHORT,2677.9492920648545,trending,,,,,,,
2026-01-30,MRVL,B,no_pullback,SHORT,2677.9492920648545,,1.0,2300.4055476780927,2450.3665967468883,,,,
2026-02-02,MRVL,B,no_pullback,SHORT,2677.9492920648545,,2.0,2326.588899057446,2492.497142602187,,,,
2026-02-03,MRVL,B,no_pullback,SHORT,2677.9492920648545,,3.0,2386.4778370443587,2516.768034365701,,,,
2026-02-04,MRVL,B,no_pullback,SHORT,2677.9492920648545,,4.0,2347.2876829187853,2450.0334832968465,,,,
2026-02-05,MRVL,B,no_pullback,SHORT,2613.8635767134692,,5.0,2217.9333068196083,2365.055648056754,,,,
2026-02-06,MRVL,B,no_pullback,SHORT,2566.172670547541,,6.0,2189.7380217710856,2304.807967676014,,,,
2026-02-09,MRVL,B,no_pullback,SHORT,2566.172670547541,,7.0,2279.1448675872075,2417.5164060233196,,,,
2026-02-10,MRVL,B,no_pullback,SHORT,2566.172670547541,,8.0,2351.674282871773,2414.506923638606,,,,
2026-02-11,MRVL,B,pullback_gate_fail,SHORT,,,9.0,,,False,False,50.56792585007803,-0.37496670281961997
2026-02-12,MRVL,B,reflip_disarm,SHORT,,,10.0,,,,,,
2026-02-12,MRVL,B,flip_armed,LONG,2228.6594182436083,trending,,,,,,,
2026-02-13,MRVL,B,no_pullback,LONG,2237.6889412715204,,1.0,2480.890742119959,2613.4441623732537,,,,
2026-02-16,MRVL,B,no_pullback,LONG,2341.025092671701,,2.0,2567.109598108582,2776.894215871367,,,,
2026-02-17,MRVL,B,no_pullback,LONG,2417.380096768147,,3.0,2688.7934054972006,2794.6567021267715,,,,
2026-02-18,MRVL,B,no_pullback,LONG,2428.4000347542296,,4.0,2696.7582589347385,2790.9672075705234,,,,
2026-02-19,MRVL,B,no_pullback,LONG,2469.0804479692806,,5.0,2728.4026581773223,2826.779531939402,,,,
2026-02-20,MRVL,B,no_pullback,LONG,2513.1673774685696,,6.0,2753.713942740908,2902.166011172247,,,,
2026-02-23,MRVL,B,no_pullback,LONG,2598.8618392678263,,7.0,2864.104541144708,2936.31509179401,,,,
2026-02-24,MRVL,B,no_pullback,LONG,2602.8065668639733,,8.0,2842.6898860041147,2968.009327369068,,,,
2026-02-25,MRVL,B,no_pullback,LONG,2602.8065668639733,,9.0,2741.3532440058066,2879.032539513899,,,,
2026-02-26,MRVL,B,pullback_gate_fail,LONG,,,10.0,,,True,False,53.127697419693526,-5.677847701324545
2026-02-27,MRVL,B,window_expired,LONG,,,11.0,,,,,,
2024-08-15,MSFT,B,flip_armed,LONG,577.8366388551499,corrective,,,,,,,
2024-08-16,MSFT,B,no_pullback,LONG,605.4471063464415,,1.0,668.118189594745,688.1254147750708,,,,
2024-08-19,MSFT,B,no_pullback,LONG,605.4471063464415,,2.0,640.6009745307836,682.7600711626144,,,,
2024-08-20,MSFT,B,no_pullback,LONG,605.4471063464415,,3.0,648.3088866018271,669.2151419185672,,,,
2024-08-21,MSFT,B,no_pullback,LONG,605.4471063464415,,4.0,652.5154430357177,688.2923179150077,,,,
2024-08-22,MSFT,B,no_pullback,LONG,605.4471063464415,,5.0,657.1874274156669,690.9703561757988,,,,
2024-08-23,MSFT,B,no_pullback,LONG,605.4471063464415,,6.0,646.254049389596,673.7176216551647,,,,
2024-08-26,MSFT,B,no_pullback,LONG,605.4471063464415,,7.0,649.1719657806842,668.8867988117186,,,,
2024-08-27,MSFT,B,no_pullback,LONG,605.4471063464415,,8.0,659.9236722400414,690.0166134917437,,,,
2024-08-28,MSFT,B,no_pullback,LONG,611.7501144778875,,9.0,667.3799087504473,707.6365048087935,,,,
2024-08-29,MSFT,B,no_pullback,LONG,632.7725586416586,,10.0,690.2787009422084,732.9832640262481,,,,
2024-08-30,MSFT,B,window_expired,LONG,,,11.0,,,,,,
2024-12-13,MSFT,B,flip_armed,SHORT,1065.557413956536,trending,,,,,,,
2024-12-16,MSFT,B,no_pullback,SHORT,1027.301520700652,,1.0,906.3951985212368,934.1276580473635,,,,
2024-12-17,MSFT,B,no_pullback,SHORT,1027.301520700652,,2.0,915.0543558786372,948.2370278641971,,,,
2024-12-18,MSFT,B,no_pullback,SHORT,1027.301520700652,,3.0,917.4980481913652,965.4076668095153,,,,
2024-12-19,MSFT,B,no_pullback,SHORT,1027.301520700652,,4.0,946.0957060508177,994.058494385976,,,,
2024-12-20,MSFT,B,pullback_gate_fail,SHORT,,,5.0,,,False,True,62.068807173649695,0.9302953625623758
2024-12-23,MSFT,B,pullback_gate_fail,SHORT,,,6.0,,,False,True,61.27268901111536,0.797396025053466
2024-12-24,MSFT,B,pullback_gate_fail,SHORT,,,7.0,,,False,True,61.5308308202711,1.366284144527274
2024-12-25,MSFT,B,reflip_disarm,SHORT,,,8.0,,,,,,
2024-12-25,MSFT,B,flip_armed,LONG,905.3852627293597,corrective,,,,,,,
2024-12-26,MSFT,B,no_pullback,LONG,929.7596073840105,,1.0,1019.7342967122161,1049.5858499155893,,,,
2024-12-27,MSFT,B,no_pullback,LONG,968.3822580210958,,2.0,1047.2137789040141,1109.5293727199528,,,,
2024-12-30,MSFT,B,no_pullback,LONG,1015.4884266958757,,3.0,1096.959953069571,1167.0353916219851,,,,
2024-12-31,MSFT,B,no_pullback,LONG,1062.5209833335243,,4.0,1156.0777259237832,1201.2840399023964,,,,
2025-01-01,MSFT,B,no_pullback,LONG,1086.8873079646485,,5.0,1177.9674578397776,1231.8224968256966,,,,
2025-01-02,MSFT,B,no_pullback,LONG,1103.775612500262,,6.0,1200.112669628749,1239.5920508399201,,,,
2025-01-03,MSFT,B,no_pullback,LONG,1110.510170180065,,7.0,1204.2825983747416,1247.069177438696,,,,
2025-01-06,MSFT,B,no_pullback,LONG,1111.1827759552987,,8.0,1195.001764329918,1274.3223946473956,,,,
2025-01-07,MSFT,B,pullback_gate_fail,LONG,,,9.0,,,True,False,63.2810322643046,-4.737711012936245
2025-01-08,MSFT,B,pullback_gate_fail,LONG,,,10.0,,,True,False,62.77552784220336,-5.030703387580978
2025-01-09,MSFT,B,window_expired,LONG,,,11.0,,,,,,
2025-02-20,MSFT,B,flip_armed,SHORT,1391.5123231584644,trending,,,,,,,
2025-02-21,MSFT,B,no_pullback,SHORT,1391.5123231584644,,1.0,1227.3683266694634,1280.83924138048,,,,
2025-02-24,MSFT,B,no_pullback,SHORT,1391.5123231584644,,2.0,1213.0450693943044,1278.9874424148552,,,,
2025-02-25,MSFT,B,no_pullback,SHORT,1384.0895698043412,,3.0,1215.650820151885,1257.7791725666136,,,,
2025-02-26,MSFT,B,no_pullback,SHORT,1345.8241491622023,,4.0,1155.4863581751154,1232.4205913571209,,,,
2025-02-27,MSFT,B,no_pullback,SHORT,1332.9719455174588,,5.0,1167.4882945889576,1205.888353218325,,,,
2025-02-28,MSFT,B,no_pullback,SHORT,1332.9719455174588,,6.0,1187.9489332756339,1237.2101947814149,,,,
2025-03-03,MSFT,B,no_pullback,SHORT,1332.9719455174588,,7.0,1195.8166491272698,1235.167402164267,,,,
2025-03-04,MSFT,B,no_pullback,SHORT,1332.9719455174588,,8.0,1214.2885971365515,1264.1553148077376,,,,
2025-03-05,MSFT,B,no_pullback,SHORT,1332.9719455174588,,9.0,1226.5229966098073,1273.7016201728054,,,,
2025-03-06,MSFT,B,no_pullback,SHORT,1332.9719455174588,,10.0,1188.6002562196998,1266.1137665537665,,,,
2025-03-07,MSFT,B,window_expired,SHORT,,,11.0,,,,,,
2025-03-17,MSFT,B,flip_armed,LONG,1108.6869840706186,trending,,,,,,,
2025-03-18,MSFT,B,no_pullback,LONG,1175.7621666513187,,1.0,1309.5104021627703,1350.3209107288199,,,,
2025-03-19,MSFT,B,no_pullback,LONG,1192.1630986190614,,2.0,1310.10516816627,1393.2894532375517,,,,
2025-03-20,MSFT,B,no_pullback,LONG,1198.759190568461,,3.0,1330.6903012945936,1377.2890218883203,,,,
2025-03-21,MSFT,B,no_pullback,LONG,1250.0941336360022,,4.0,1373.052814301475,1440.0477873223688,,,,
2025-03-24,MSFT,B,no_pullback,LONG,1250.0941336360022,,5.0,1363.8016521946618,1430.1567210010192,,,,
2025-03-25,MSFT,B,no_pullback,LONG,1277.2323133647908,,6.0,1389.7136449962538,1506.425862046104,,,,
2025-03-26,MSFT,B,no_pullback,LONG,1314.6208108452456,,7.0,1448.199873369953,1528.8984078341211,,,,
2025-03-27,MSFT,B,no_pullback,LONG,1314.6208108452456,,8.0,1393.9227865434043,1461.0359263073135,,,,
2025-03-28,MSFT,B,no_pullback,LONG,1314.6208108452456,,9.0,1382.6336731216272,1425.1089268495182,,,,
2025-03-31,MSFT,B,pullback_gate_fail,LONG,,,10.0,,,True,False,53.04507961270732,-5.288982992811853
2025-04-01,MSFT,B,window_expired,LONG,,,11.0,,,,,,
2025-04-02,MSFT,B,flip_armed,SHORT,1483.6524987923299,trending,,,,,,,
2025-04-03,MSFT,B,no_pullback,SHORT,1483.6524987923299,,1.0,1290.341709012691,1340.945993093985,,,,
2025-04-04,MSFT,B,no_pullback,SHORT,1471.6724599817842,,2.0,1277.0797795035683,1333.6770545361592,,,,
2025-04-07,MSFT,B,no_pullback,SHORT,1419.2581332715522,,3.0,1216.2690599736395,1287.3683061498855,,,,
2025-04-08,MSFT,B,no_pullback,SHORT,1365.5158526908067,,4.0,1165.045592818515,1231.4119323964892,,,,
2025-04-09,MSFT,B,no_pullback,SHORT,1365.5158526908067,,5.0,1156.988219499852,1235.4636017116904,,,,
2025-04-10,MSFT,B,no_pullback,SHORT,1365.5158526908067,,6.0,1209.583111408901,1245.0493904517118,,,,
2025-04-11,MSFT,B,no_pullback,SHORT,1365.5158526908067,,7.0,1231.9882015003323,1295.7388798726936,,,,
2025-04-14,MSFT,B,no_pullback,SHORT,1365.5158526908067,,8.0,1242.9081404594476,1288.3836240065232,,,,
2025-04-15,MSFT,B,no_pullback,SHORT,1365.5158526908067,,9.0,1236.8166965171579,1276.889325673287,,,,
2025-04-16,MSFT,B,no_pullback,SHORT,1365.5158526908067,,10.0,1234.1038088793755,1275.1430714976132,,,,
2025-04-17,MSFT,B,window_expired,SHORT,,,11.0,,,,,,
2025-05-09,MSFT,B,flip_armed,LONG,1194.0626894568052,trending,,,,,,,
2025-05-12,MSFT,B,no_pullback,LONG,1250.6819753647562,,1.0,1373.5618849037053,1462.9047988419143,,,,
2025-05-13,MSFT,B,no_pullback,LONG,1265.0499081723153,,2.0,1397.7055700462836,1470.2678419794047,,,,
2025-05-14,MSFT,B,no_pullback,LONG,1265.0499081723153,,3.0,1376.7858526322811,1472.13566940471,,,,
2025-05-15,MSFT,B,no_pullback,LONG,1265.0499081723153,,4.0,1383.7911360978828,1445.9648848884651,,,,
2025-05-16,MSFT,B,no_pullback,LONG,1265.0499081723153,,5.0,1404.0826369616184,1467.7017162744053,,,,
2025-05-19,MSFT,B,no_pullback,LONG,1267.2714598497835,,6.0,1409.9564358670236,1459.7021883797265,,,,
2025-05-20,MSFT,B,no_pullback,LONG,1267.2714598497835,,7.0,1400.8510263058856,1440.9315138256984,,,,
2025-05-21,MSFT,B,no_pullback,LONG,1283.7255328092012,,8.0,1411.2604661139826,1480.0806130291257,,,,
2025-05-22,MSFT,B,no_pullback,LONG,1283.7255328092012,,9.0,1390.4778683172017,1439.6794191622669,,,,
2025-05-23,MSFT,B,no_pullback,LONG,1283.7255328092012,,10.0,1379.823244997125,1410.9683067672147,,,,
2025-05-26,MSFT,B,window_expired,LONG,,,11.0,,,,,,
2025-06-04,MSFT,B,flip_armed,SHORT,1456.7312533648392,trending,,,,,,,
2025-06-05,MSFT,B,no_pullback,SHORT,1402.3878340335355,,1.0,1230.8187088662135,1269.6574614850333,,,,
2025-06-06,MSFT,B,no_pullback,SHORT,1402.3878340335355,,2.0,1231.6832816742706,1279.2363917288492,,,,
2025-06-09,MSFT,B,no_pullback,SHORT,1380.6141487316315,,3.0,1217.8982016607251,1256.2651359723482,,,,
2025-06-10,MSFT,B,no_pullback,SHORT,1380.6141487316315,,4.0,1237.9125980591327,1321.142774325611,,,,
2025-06-11,MSFT,B,no_pullback,SHORT,1380.6141487316315,,5.0,1272.851238214169,1308.081469443927,,,,
2025-06-12,MSFT,B,pullback_gate_fail,SHORT,,,6.0,,,False,True,54.172787601882455,0.43481273456618297
2025-06-13,MSFT,B,reflip_disarm,SHORT,,,7.0,,,,,,
2025-06-13,MSFT,B,flip_armed,LONG,1244.8975884061642,trending,,,,,,,
2025-06-16,MSFT,B,no_pullback,LONG,1332.7323052747154,,1.0,1477.7818081602445,1524.369403927256,,,,
2025-06-17,MSFT,B,no_pullback,LONG,1351.2031195196055,,2.0,1488.367556640131,1545.7456909265547,,,,
2025-06-18,MSFT,B,no_pullback,LONG,1360.1391256998663,,3.0,1488.7608763675935,1571.3464890461387,,,,
2025-06-19,MSFT,B,no_pullback,LONG,1362.23763965195,,4.0,1501.0063881797878,1557.623799293637,,,,
2025-06-20,MSFT,B,no_pullback,LONG,1362.23763965195,,5.0,1484.6771267125932,1544.0039251415265,,,,
2025-06-23,MSFT,B,no_pullback,LONG,1362.23763965195,,6.0,1445.8819977263338,1540.266972082136,,,,
2025-06-24,MSFT,B,no_pullback,LONG,1362.23763965195,,7.0,1489.7169177746982,1543.1085300719133,,,,
2025-06-25,MSFT,B,no_pullback,LONG,1362.23763965195,,8.0,1487.0136512350603,1543.28445619421,,,,
2025-06-26,MSFT,B,no_pullback,LONG,1362.23763965195,,9.0,1488.7591787649644,1531.6360524117224,,,,
2025-06-27,MSFT,B,no_pullback,LONG,1362.23763965195,,10.0,1466.9434079887487,1521.48577365593,,,,
2025-06-30,MSFT,B,window_expired,LONG,,,11.0,,,,,,
2025-10-06,MSFT,B,flip_armed,SHORT,2635.017390874762,trending,,,,,,,
2025-10-07,MSFT,B,no_pullback,SHORT,2563.6232216664075,,1.0,2208.808234051151,2314.155707864832,,,,
2025-10-08,MSFT,B,no_pullback,SHORT,2563.6232216664075,,2.0,2266.302785603512,2324.0596670495684,,,,
2025-10-09,MSFT,B,no_pullback,SHORT,2563.6232216664075,,3.0,2301.9947070303206,2436.6469854242782,,,,
2025-10-10,MSFT,B,no_pullback,SHORT,2563.6232216664075,,4.0,2357.777373586289,2463.2122803212537,,,,
2025-10-13,MSFT,B,pullback_gate_fail,SHORT,,,5.0,,,False,False,55.84506077268168,-3.367691979563606
2025-10-14,MSFT,B,pullback_gate_fail,SHORT,,,6.0,,,False,False,58.88801942011355,-1.06389722082978
2025-10-15,MSFT,B,pullback_gate_fail,SHORT,,,7.0,,,False,True,56.51043309612728,0.17747946055577302
2025-10-16,MSFT,B,pullback_gate_fail,SHORT,,,8.0,,,True,False,48.999581524843315,-2.4005218489242495
2025-10-17,MSFT,B,pullback_gate_fail,SHORT,,,9.0,,,False,False,55.235880413813284,-2.7096275853347187
2025-10-20,MSFT,B,reflip_disarm,SHORT,,,10.0,,,,,,
2025-10-20,MSFT,B,flip_armed,LONG,2259.9721121177845,trending,,,,,,,
2025-10-21,MSFT,B,no_pullback,LONG,2276.5821150846127,,1.0,2507.7954080025597,2656.7055876754066,,,,
2025-10-22,MSFT,B,no_pullback,LONG,2276.5821150846127,,2.0,2446.396004148771,2575.932933998429,,,,
2025-10-23,MSFT,B,no_pullback,LONG,2276.5821150846127,,3.0,2412.484456664621,2485.955831720793,,,,
2025-10-24,MSFT,B,no_pullback,LONG,2276.5821150846127,,4.0,2429.581532139393,2522.671828487833,,,,
2025-10-27,MSFT,B,no_pullback,LONG,2276.5821150846127,,5.0,2378.0783900275533,2490.317532895812,,,,
2025-10-28,MSFT,B,no_pullback,LONG,2276.5821150846127,,6.0,2474.543938349382,2628.803142492714,,,,
2025-10-29,MSFT,B,no_pullback,LONG,2280.477518874182,,7.0,2525.477326068998,2617.561587658775,,,,
2025-10-30,MSFT,B,no_pullback,LONG,2280.477518874182,,8.0,2401.770020355602,2529.789167268016,,,,
2025-10-31,MSFT,B,pullback_gate_fail,LONG,,,9.0,,,False,True,47.09350280539334,1.0636206281580876
2025-11-03,MSFT,B,no_pullback,LONG,2280.477518874182,,10.0,2389.341401702213,2530.5482647716112,,,,
2025-11-04,MSFT,B,window_expired,LONG,,,11.0,,,,,,
2025-12-16,MSFT,B,flip_armed,SHORT,2840.178446603559,trending,,,,,,,
2025-12-17,MSFT,B,no_pullback,SHORT,2746.552915598266,,1.0,2379.819063576939,2475.3783432642363,,,,
2025-12-18,MSFT,B,no_pullback,SHORT,2710.537498563126,,2.0,2344.188567926405,2449.9087541621516,,,,
2025-12-19,MSFT,B,no_pullback,SHORT,2625.529349296084,,3.0,2258.416225924984,2371.713785397167,,,,
2025-12-22,MSFT,B,no_pullback,SHORT,2537.468283118704,,4.0,2189.333365169146,2280.9560434065465,,,,
2025-12-23,MSFT,B,no_pullback,SHORT,2497.612470296094,,5.0,2177.3679931381785,2241.5723347517032,,,,
2025-12-24,MSFT,B,no_pullback,SHORT,2446.9457771361003,,6.0,2078.777440234202,2223.8977884820156,,,,
2025-12-25,MSFT,B,no_pullback,SHORT,2446.9457771361003,,7.0,2141.2955097045074,2223.3819935904917,,,,
2025-12-26,MSFT,B,no_pullback,SHORT,2406.6221911298203,,8.0,2093.283549727814,2167.185643964463,,,,
2025-12-29,MSFT,B,no_pullback,SHORT,2406.6221911298203,,9.0,2071.616371956049,2204.8383243073877,,,,
2025-12-30,MSFT,B,no_pullback,SHORT,2406.6221911298203,,10.0,2169.254595303409,2240.4524710544733,,,,
2025-12-31,MSFT,B,window_expired,SHORT,,,11.0,,,,,,
2026-02-12,MSFT,B,flip_armed,LONG,1490.2157145906485,trending,,,,,,,
2026-02-13,MSFT,B,no_pullback,LONG,1490.2157145906485,,1.0,1639.8342548183614,1766.0325869455332,,,,
2026-02-16,MSFT,B,no_pullback,LONG,1490.2157145906485,,2.0,1638.076379894145,1710.819945685225,,,,
2026-02-17,MSFT,B,no_pullback,LONG,1490.2157145906485,,3.0,1563.431232280941,1647.8465097770527,,,,
2026-02-18,MSFT,B,no_pullback,LONG,1490.2157145906485,,4.0,1591.9989458032337,1668.7397753673724,,,,
2026-02-19,MSFT,B,no_pullback,LONG,1490.2157145906485,,5.0,1644.5434493852151,1758.9363987862243,,,,
2026-02-20,MSFT,B,no_pullback,LONG,1490.2157145906485,,6.0,1668.2972887199112,1723.008396924447,,,,
2026-02-23,MSFT,B,no_pullback,LONG,1490.2157145906485,,7.0,1638.0352841318381,1696.2485558681485,,,,
2026-02-24,MSFT,B,no_pullback,LONG,1490.2157145906485,,8.0,1637.753688454991,1716.109219858421,,,,
2026-02-25,MSFT,B,no_pullback,LONG,1490.2157145906485,,9.0,1603.396150151062,1681.034490848902,,,,
2026-02-26,MSFT,B,no_pullback,LONG,1490.2157145906485,,10.0,1553.1242984570506,1647.7634330350327,,,,
2026-02-27,MSFT,B,window_expired,LONG,,,11.0,,,,,,
2026-03-04,MSFT,B,flip_armed,SHORT,1733.7592430319341,trending,,,,,,,
2026-03-05,MSFT,B,no_pullback,SHORT,1664.2323751099834,,1.0,1423.6477248721828,1482.5756541029775,,,,
2026-03-06,MSFT,B,no_pullback,SHORT,1629.8050994961377,,2.0,1379.3122307430885,1459.9578996669368,,,,
2026-03-09,MSFT,B,no_pullback,SHORT,1629.8050994961377,,3.0,1389.2942266815253,1460.6051831051527,,,,
2026-03-10,MSFT,B,no_pullback,SHORT,1629.8050994961377,,4.0,1404.5121256929574,1472.6546625233584,,,,
2026-03-11,MSFT,B,no_pullback,SHORT,1629.8050994961377,,5.0,1392.2842261958026,1472.2227656607831,,,,
2026-03-12,MSFT,B,no_pullback,SHORT,1629.8050994961377,,6.0,1404.8977748778013,1546.485189177022,,,,
2026-03-13,MSFT,B,no_pullback,SHORT,1629.8050994961377,,7.0,1512.1289946610962,1552.2832567877774,,,,
2026-03-16,MSFT,B,no_pullback,SHORT,1629.8050994961377,,8.0,1480.645391172268,1532.0564684997496,,,,
2026-03-17,MSFT,B,no_pullback,SHORT,1629.8050994961377,,9.0,1435.9941380208036,1511.3144412805198,,,,
2026-03-18,MSFT,B,no_pullback,SHORT,1629.8050994961377,,10.0,1495.9249757362184,1545.7005554098248,,,,
2026-03-19,MSFT,B,window_expired,SHORT,,,11.0,,,,,,
2024-10-24,MU,B,flip_armed,SHORT,369.03789763054664,trending,,,,,,,
2024-10-25,MU,B,no_pullback,SHORT,358.95510432540794,,1.0,316.40800473369734,328.1754143871907,,,,
2024-10-28,MU,B,no_pullback,SHORT,352.4490957345276,,2.0,311.57216378751326,322.078665998909,,,,
2024-10-29,MU,B,no_pullback,SHORT,351.66634902242527,,3.0,310.1634824227092,322.75222087941756,,,,
2024-10-30,MU,B,no_pullback,SHORT,343.16903599262736,,4.0,298.65750901857643,315.75601480501,,,,
2024-10-31,MU,B,no_pullback,SHORT,343.16903599262736,,5.0,299.8336350810217,317.02472544688675,,,,
2024-11-01,MU,B,no_pullback,SHORT,343.16903599262736,,6.0,306.56649550940494,319.77210624449117,,,,
2024-11-04,MU,B,no_pullback,SHORT,343.16903599262736,,7.0,306.0898001997031,319.23063030440244,,,,
2024-11-05,MU,B,no_pullback,SHORT,343.16903599262736,,8.0,305.72044287233547,318.8586775654126,,,,
2024-11-06,MU,B,no_pullback,SHORT,343.16903599262736,,9.0,301.50442975165174,318.5291731757406,,,,
2024-11-07,MU,B,no_pullback,SHORT,343.16903599262736,,10.0,301.5377153996954,317.07938177007446,,,,
2024-11-08,MU,B,window_expired,SHORT,,,11.0,,,,,,
2024-11-19,MU,B,flip_armed,LONG,304.5738659566648,trending,,,,,,,
2024-11-20,MU,B,no_pullback,LONG,305.537402827397,,1.0,332.54114611954975,346.8264403003106,,,,
2024-11-21,MU,B,no_pullback,LONG,305.6314321143218,,2.0,329.21581581144585,357.8052864000691,,,,
2024-11-22,MU,B,no_pullback,LONG,322.7327315166974,,3.0,354.5153118335926,363.74981893518043,,,,
2024-11-25,MU,B,no_pullback,LONG,330.08267062233904,,4.0,358.4953091806905,375.8841568709655,,,,
2024-11-26,MU,B,no_pullback,LONG,341.1833598651484,,5.0,371.6335665466076,383.4181644733311,,,,
